8945.0,1
9958.0,2
15220.0,3
13606.0,4
12679.0,5
11011.0,6
10673.0,7
2292.0,8
15493.0,9
14182.0,10
5140.0,11
13209.0,12
13684.0,13
4227.0,14
13437.0,15
12264.0,16
6090.0,17
10623.0,18
15582.0,19
14147.0,20
1671.0,21
2300.0,22
3722.0,23
13499.0,24
9558.0,25
12472.0,26
11431.0,27
1418.0,28
15889.0,29
1732.0,30
6707.0,31
15314.0,32
10215.0,33
9265.0,34
10789.0,35
10989.0,36
3031.0,37
16449.0,38
7233.0,39
1461.0,40
9908.0,41
6160.0,42
15004.0,43
16975.0,44
3454.0,45
14544.0,46
12795.0,47
3591.0,48
9596.0,49
10340.0,50
9127.0,51
19172.0,52
13841.0,53
17995.0,54
8615.0,55
8891.0,56
2775.0,57
9945.0,58
11405.0,59
9095.0,60
1575.0,61
12036.0,62
4990.0,63
14582.0,64
8586.0,65
10325.0,66
7152.0,67
9090.0,68
8903.0,69
18137.0,70
13976.0,71
6824.0,72
13759.0,73
4358.0,74
14855.0,75
728.0,76
3400.0,77
2839.0,78
19391.0,79
13872.0,80
5745.0,81
6671.0,82
15337.0,83
12087.0,84
6813.0,85
9766.0,86
2688.0,87
12296.0,88
5374.0,89
14039.0,90
14222.0,91
14910.0,92
13114.0,93
14112.0,94
17154.0,95
5405.0,96
8243.0,97
8530.0,98
8537.0,99
8671.0,100
18293.0,101
3151.0,102
13717.0,103
14571.0,104
14987.0,105
15210.0,106
19029.0,107
5576.0,108
15607.0,109
8769.0,110
4766.0,111
2924.0,112
8919.0,113
11535.0,114
11542.0,115
9057.0,116
2960.0,117
6711.0,118
10395.0,119
16370.0,120
3665.0,121
13843.0,122
17605.0,123
9216.0,124
6724.0,125
7927.0,126
5404.0,127
15894.0,128
12609.0,129
9446.0,130
15159.0,131
3656.0,132
9864.0,133
9878.0,134
11267.0,135
3709.0,136
14590.0,137
9647.0,138
5183.0,139
5934.0,140
8319.0,141
9812.0,142
1979.0,143
18485.0,144
5343.0,145
15662.0,146
7520.0,147
16354.0,148
12839.0,149
5599.0,150
7830.0,151
2441.0,152
2530.0,153
10888.0,154
2846.0,155
7028.0,156
13491.0,157
14473.0,158
11429.0,159
5139.0,160
6152.0,161
7670.0,162
12460.0,163
9425.0,164
12337.0,165
12516.0,166
8607.0,167
16812.0,168
8621.0,169
8804.0,170
9231.0,171
1881.0,172
2381.0,173
2406.0,174
3939.0,175
12399.0,176
14526.0,177
16587.0,178
10082.0,179
18338.0,180
5416.0,181
9317.0,182
9061.0,183
1049.0,184
9756.0,185
1864.0,186
2198.0,187
18932.0,188
3100.0,189
4247.0,190
12494.0,191
12921.0,192
5291.0,193
5338.0,194
13758.0,195
14148.0,196
6089.0,197
10319.0,198
14383.0,199
5367.0,200
8461.0,201
14409.0,202
1839.0,203
15054.0,204
15630.0,205
9098.0,206
13795.0,207
15445.0,208
670.0,209
7620.0,210
9525.0,211
3509.0,212
11823.0,213
5581.0,214
8567.0,215
9122.0,216
9891.0,217
2085.0,218
3237.0,219
11291.0,220
11394.0,221
12275.0,222
4594.0,223
13739.0,224
13767.0,225
14478.0,226
14694.0,227
15055.0,228
6894.0,229
11256.0,230
12453.0,231
12681.0,232
9531.0,233
11097.0,234
14446.0,235
16398.0,236
8323.0,237
8477.0,238
8576.0,239
8667.0,240
8798.0,241
17027.0,242
731.0,243
9089.0,244
9154.0,245
1355.0,246
1358.0,247
1635.0,248
9876.0,249
1716.0,250
1895.0,251
1967.0,252
1997.0,253
18468.0,254
2544.0,255
2638.0,256
10864.0,257
2784.0,258
3563.0,259
3652.0,260
18383.0,261
12008.0,262
4189.0,263
18571.0,264
13417.0,265
5258.0,266
13860.0,267
14810.0,268
6652.0,269
6785.0,270
15340.0,271
15647.0,272
4994.0,273
5378.0,274
5517.0,275
14374.0,276
6411.0,277
15059.0,278
7989.0,279
9482.0,280
9630.0,281
18427.0,282
18665.0,283
11221.0,284
3355.0,285
5020.0,286
14649.0,287
15781.0,288
7879.0,289
8240.0,290
8282.0,291
8381.0,292
16629.0,293
8454.0,294
16724.0,295
16980.0,296
8926.0,297
8931.0,298
8982.0,299
9029.0,300
9073.0,301
9171.0,302
17486.0,303
9892.0,304
9929.0,305
9954.0,306
9964.0,307
1914.0,308
1943.0,309
2055.0,310
18451.0,311
2174.0,312
2202.0,313
2258.0,314
2299.0,315
2439.0,316
11040.0,317
2932.0,318
2940.0,319
11200.0,320
3111.0,321
3214.0,322
11417.0,323
19747.0,324
8755.0,325
3492.0,326
11808.0,327
3660.0,328
11880.0,329
12033.0,330
3950.0,331
12152.0,332
4010.0,333
4045.0,334
18424.0,335
4064.0,336
4251.0,337
12579.0,338
4524.0,339
13079.0,340
5030.0,341
5132.0,342
13388.0,343
5302.0,344
13911.0,345
5742.0,346
14266.0,347
14593.0,348
6886.0,349
15385.0,350
15633.0,351
18051.0,352
10169.0,353
10368.0,354
18971.0,355
14734.0,356
7057.0,357
5395.0,358
1483.0,359
1797.0,360
4016.0,361
4926.0,362
6919.0,363
2969.0,364
18036.0,365
15374.0,366
16800.0,367
18891.0,368
16801.0,369
1852.0,370
2795.0,371
15754.0,372
16142.0,373
12813.0,374
16896.0,375
17205.0,376
1288.0,377
8342.0,378
9897.0,379
4367.0,380
13030.0,381
5157.0,382
13540.0,383
10413.0,384
15448.0,385
1298.0,386
10654.0,387
11428.0,388
8057.0,389
7301.0,390
18534.0,391
16970.0,392
19113.0,393
11328.0,394
13550.0,395
7690.0,396
8635.0,397
8968.0,398
2104.0,399
2121.0,400
2586.0,401
11230.0,402
3793.0,403
4141.0,404
5148.0,405
13749.0,406
14142.0,407
14963.0,408
14988.0,409
6949.0,410
16134.0,411
16943.0,412
17129.0,413
11928.0,414
16110.0,415
9436.0,416
9514.0,417
17806.0,418
10225.0,419
7214.0,420
10728.0,421
19146.0,422
3224.0,423
19822.0,424
12176.0,425
12482.0,426
12623.0,427
12671.0,428
4668.0,429
4730.0,430
13246.0,431
15108.0,432
7609.0,433
15881.0,434
16581.0,435
16606.0,436
8649.0,437
639.0,438
8848.0,439
903.0,440
9197.0,441
1195.0,442
1228.0,443
1352.0,444
1368.0,445
17818.0,446
1664.0,447
9881.0,448
9923.0,449
18130.0,450
18158.0,451
1782.0,452
1955.0,453
1996.0,454
18401.0,455
2215.0,456
2241.0,457
2419.0,458
2454.0,459
2560.0,460
2643.0,461
2888.0,462
11203.0,463
19411.0,464
11234.0,465
3088.0,466
3228.0,467
3335.0,468
19786.0,469
17023.0,470
3863.0,471
12098.0,472
3978.0,473
12295.0,474
4825.0,475
12578.0,476
12796.0,477
12874.0,478
4734.0,479
12932.0,480
11072.0,481
13058.0,482
13173.0,483
13228.0,484
14328.0,485
14668.0,486
14980.0,487
15143.0,488
15269.0,489
15364.0,490
15427.0,491
7270.0,492
7273.0,493
7300.0,494
15536.0,495
15646.0,496
7458.0,497
7488.0,498
16004.0,499
16194.0,500
